cycle,state,district,block,nutrient,high,medium,low
2025-26,ARUNACHAL PRADESH,EAST KAMENG,Sawa - 7345,Nitrogen,79%,21%,0%
2025-26,ARUNACHAL PRADESH,EAST KAMENG,Sawa - 7345,Phosphorus,0%,89%,11%
2025-26,ARUNACHAL PRADESH,EAST KAMENG,Sawa - 7345,Potassium,58%,42%,0%
2025-26,ARUNACHAL PRADESH,EAST KAMENG,Sawa - 7345,Organic Carbon,95%,5%,0%
2025-26,ARUNACHAL PRADESH,EAST KAMENG,Sawa - 7345,Potential Of Hydrogen,0%,74%,26%
