cycle,state,district,block,nutrient,high,medium,low
2023-24,HARYANA,HISAR,NARNAUND - 491,Nitrogen,0%,0%,100%
2023-24,HARYANA,HISAR,NARNAUND - 491,Phosphorus,38%,49%,13%
2023-24,HARYANA,HISAR,NARNAUND - 491,Potassium,15%,61%,23%
2023-24,HARYANA,HISAR,NARNAUND - 491,Organic Carbon,1%,1%,99%
2023-24,HARYANA,HISAR,NARNAUND - 491,Potential Of Hydrogen,1%,0%,99%
