cycle,state,district,block,nutrient,high,medium,low
2023-24,JAMMU & KASHMIR,SAMBA,Rajpura - 6936,Nitrogen,1%,13%,86%
2023-24,JAMMU & KASHMIR,SAMBA,Rajpura - 6936,Phosphorus,53%,45%,2%
2023-24,JAMMU & KASHMIR,SAMBA,Rajpura - 6936,Potassium,0%,99%,1%
2023-24,JAMMU & KASHMIR,SAMBA,Rajpura - 6936,Organic Carbon,0%,1%,99%
2023-24,JAMMU & KASHMIR,SAMBA,Rajpura - 6936,Potential Of Hydrogen,0%,0%,100%
