cycle,state,district,block,nutrient,high,medium,low
2025-26,ANDHRA PRADESH,Annamayya,RAYACHOTY - 4851,Nitrogen,1%,25%,74%
2025-26,ANDHRA PRADESH,Annamayya,RAYACHOTY - 4851,Phosphorus,35%,64%,2%
2025-26,ANDHRA PRADESH,Annamayya,RAYACHOTY - 4851,Potassium,81%,19%,0%
2025-26,ANDHRA PRADESH,Annamayya,RAYACHOTY - 4851,Organic Carbon,1%,26%,73%
2025-26,ANDHRA PRADESH,Annamayya,RAYACHOTY - 4851,Potential Of Hydrogen,0%,0%,100%
