cycle,state,district,block,nutrient,high,medium,low
2025-26,MADHYA PRADESH,SATNA,UNCHAHARA - 3981,Nitrogen,0%,2%,98%
2025-26,MADHYA PRADESH,SATNA,UNCHAHARA - 3981,Phosphorus,6%,94%,0%
2025-26,MADHYA PRADESH,SATNA,UNCHAHARA - 3981,Potassium,2%,97%,1%
2025-26,MADHYA PRADESH,SATNA,UNCHAHARA - 3981,Organic Carbon,1%,10%,88%
2025-26,MADHYA PRADESH,SATNA,UNCHAHARA - 3981,Potential Of Hydrogen,0%,57%,43%
