cycle,state,district,block,nutrient,high,medium,low
2025-26,MAHARASHTRA,PUNE,BHOR - 4513,Nitrogen,0%,40%,60%
2025-26,MAHARASHTRA,PUNE,BHOR - 4513,Phosphorus,5%,93%,2%
2025-26,MAHARASHTRA,PUNE,BHOR - 4513,Potassium,0%,89%,11%
2025-26,MAHARASHTRA,PUNE,BHOR - 4513,Organic Carbon,6%,23%,71%
2025-26,MAHARASHTRA,PUNE,BHOR - 4513,Potential Of Hydrogen,0%,2%,98%
