cycle,state,district,block,nutrient,high,medium,low
2025-26,ANDHRA PRADESH,Alluri Sitharama Raju,KUNAVARAM - 5076,Nitrogen,4%,9%,87%
2025-26,ANDHRA PRADESH,Alluri Sitharama Raju,KUNAVARAM - 5076,Phosphorus,45%,33%,23%
2025-26,ANDHRA PRADESH,Alluri Sitharama Raju,KUNAVARAM - 5076,Potassium,4%,48%,48%
2025-26,ANDHRA PRADESH,Alluri Sitharama Raju,KUNAVARAM - 5076,Organic Carbon,14%,84%,2%
2025-26,ANDHRA PRADESH,Alluri Sitharama Raju,KUNAVARAM - 5076,Potential Of Hydrogen,0%,0%,100%
