cycle,state,district,block,nutrient,high,medium,low
2025-26,ANDHRA PRADESH,ANANTAPUR,BUKKARAYASAMUDRAM - 4696,Nitrogen,0%,8%,92%
2025-26,ANDHRA PRADESH,ANANTAPUR,BUKKARAYASAMUDRAM - 4696,Phosphorus,78%,22%,0%
2025-26,ANDHRA PRADESH,ANANTAPUR,BUKKARAYASAMUDRAM - 4696,Potassium,82%,18%,0%
2025-26,ANDHRA PRADESH,ANANTAPUR,BUKKARAYASAMUDRAM - 4696,Organic Carbon,0%,2%,98%
2025-26,ANDHRA PRADESH,ANANTAPUR,BUKKARAYASAMUDRAM - 4696,Potential Of Hydrogen,0%,0%,100%
