cycle,state,district,block,nutrient,high,medium,low
2025-26,ANDHRA PRADESH,PRAKASAM,KOTHA PATNAM - 5478,Nitrogen,0%,0%,100%
2025-26,ANDHRA PRADESH,PRAKASAM,KOTHA PATNAM - 5478,Phosphorus,90%,10%,1%
2025-26,ANDHRA PRADESH,PRAKASAM,KOTHA PATNAM - 5478,Potassium,21%,57%,21%
2025-26,ANDHRA PRADESH,PRAKASAM,KOTHA PATNAM - 5478,Organic Carbon,0%,11%,89%
2025-26,ANDHRA PRADESH,PRAKASAM,KOTHA PATNAM - 5478,Potential Of Hydrogen,0%,0%,100%
