cycle,state,district,block,nutrient,high,medium,low
2025-26,CHHATTISGARH,SAKTI,SAKTI - 3649,Nitrogen,0%,17%,83%
2025-26,CHHATTISGARH,SAKTI,SAKTI - 3649,Phosphorus,25%,75%,0%
2025-26,CHHATTISGARH,SAKTI,SAKTI - 3649,Potassium,0%,75%,25%
2025-26,CHHATTISGARH,SAKTI,SAKTI - 3649,Organic Carbon,0%,62%,38%
2025-26,CHHATTISGARH,SAKTI,SAKTI - 3649,Potential Of Hydrogen,0%,25%,75%
