cycle,state,district,block,nutrient,high,medium,low
2025-26,WEST BENGAL,BIRBHUM,NANOOR - 2839,Nitrogen,0.0,34.0,66.0
2025-26,WEST BENGAL,BIRBHUM,NANOOR - 2839,Phosphorus,81.0,19.0,0.0
2025-26,WEST BENGAL,BIRBHUM,NANOOR - 2839,Potassium,24.0,73.0,3.0
2025-26,WEST BENGAL,BIRBHUM,NANOOR - 2839,Organic Carbon,0.0,44.0,56.0
2025-26,WEST BENGAL,BIRBHUM,NANOOR - 2839,Potential Of Hydrogen,0.0,39.0,61.0
