cycle,state,district,block,nutrient,high,medium,low
2023-24,PUNJAB,KAPURTHALA,DHILWAN - 287,Nitrogen,0.0,0.0,100.0
2023-24,PUNJAB,KAPURTHALA,DHILWAN - 287,Phosphorus,3.0,97.0,0.0
2023-24,PUNJAB,KAPURTHALA,DHILWAN - 287,Potassium,41.0,53.0,6.0
2023-24,PUNJAB,KAPURTHALA,DHILWAN - 287,Organic Carbon,2.0,0.0,98.0
2023-24,PUNJAB,KAPURTHALA,DHILWAN - 287,Potential Of Hydrogen,1.0,0.0,99.0
