cycle,state,district,block,nutrient,high,medium,low
2025-26,PUNJAB,MANSA,JHUNIR - 306,Organic Carbon,29.0,44.0,27.0
2025-26,PUNJAB,MANSA,JHUNIR - 306,Potential Of Hydrogen,31.0,0.0,69.0
